name,country,city,zipcode,mv
404 Concrete Ready Mix Supplier,,"Atlanta, GA",30303.0,
BRIDGE Housing Corporation,,San Francisco Bay Area,,
Capital Vacations,,"Daytona Beach Shores, FL",,
DXC Technology,,"Missouri, United States",,
Macy's,,"Whitehall, PA",18052.0,
Randstad Digital Americas,,"Plano, TX",75023.0,
Randstad Digital Americas,,"Staten Island, NY",10301.0,
Randstad Digital Americas,,"Hackensack, NJ",7601.0,
EarthNotes,,"Tampa, FL",33602.0,
STARR Restaurants,,"New York, NY",10001.0,
Corpay,,United States,,
"MIND & BODY FITNESS, INC. DBA HEALTH CHECK PHYSICAL THERAPY, INC",,"Downingtown, PA",19335.0,
MAINE STATE HOUSING AUTHORITY,,"Augusta, ME",4330.0,
Vista Outdoor Inc.,,"Logan, UT",84321.0,
Synectics Inc.,,"Wichita, KS",67202.0,
Corient,,"Newport Beach, CA",92660.0,
Theoria Medical,,"Minneapolis, MN",55401.0,
Conversando Group,,"Doral, FL",32757.0,
24 Seven Talent,,"City of Industry, CA",,
Jefferson Wells USA,,"Bolingbrook, IL",60440.0,
InRhythm,,"New York, United States",,
Souvlaki,,"Baltimore, MD",21201.0,
Confidential Company,,United States,,
Akkodis,,"East Moline, IL",61244.0,
North American Bancard,,United States,,
Vannin Chief of Staff,,"Denver, CO",80202.0,
Merlin Entertainments,,"Yonkers, NY",10701.0,
Alta Equipment Company,,"Livonia, MI",48150.0,
Seamless Sourcing,,"Malvern, PA",19355.0,
Lamb Weston,,"Warden, WA",98857.0,
Honolulu Waldorf School,,"Honolulu, HI",96813.0,
Holiday Inn Club Vacations,,"Las Vegas, NV",89101.0,
CIVANA Wellness Resort & Spa,,"Carefree, AZ",,
City Storage Systems,,"Los Angeles, CA",90001.0,
Central Point Partners,,"Dayton, OH",45400.0,
Central Point Partners,,"Roanoke, VA",24011.0,
Central Point Partners,,"Corpus Christi, TX",78401.0,
Munson Healthcare,,United States,,
Mitchell Martin Inc.,,"Englewood, NJ",7631.0,
CuraScript SD by Evernorth,,"Lake Mary, FL",32746.0,
Strategic Staffing Solutions,,Dallas-Fort Worth Metroplex,,
Globe Life American Income Division: Giddens Organization,,"San Antonio, TX",78201.0,
Synectics Inc.,,"Winthrop, MA",2152.0,
Indigo Slate,,United States,,
Revelation Talent,,Greater Seattle Area,,
RSQUARE MEDIA INC.,,United States,,
Theoria Medical,,"Neodesha, KS",66757.0,
Theoria Medical,,"Cottonwood Falls, KS",66845.0,
Theoria Medical,,"Leipsic, OH",45856.0,
Theoria Medical,,"Glennville, GA",30427.0,
Theoria Medical,,"Oswego, KS",67356.0,
Theoria Medical,,"Bucyrus, OH",44820.0,
Theoria Medical,,"Onaga, KS",66521.0,
TeammateMe,,United States,,
Carry-On Trailer,,"Mexia, TX",76667.0,
GoodRx,,"Seattle, WA",98101.0,
Davis Wire Corporation,,Los Angeles Metropolitan Area,,
Precision Home Loans,,Greater Sacramento,,
Breville | Sage,,"Torrance, CA",90501.0,
Lean Bootstrapping,,United States,,
WEEKLEY | SCHULTE | VALDES | MURMAN | TONELLI,,"Tampa, FL",33602.0,
Advantex Professional Services,,"Indiana, United States",,
,,"Estes Park, CO",80517.0,
CareerStaff Unlimited,,"Gettysburg, PA",17325.0,
CareerStaff Unlimited,,"Mayfield Heights, OH",44137.0,
Accord Group Holdings LLC,,"San Francisco, CA",94101.0,
Connected Health Care,,"McPherson, KS",67460.0,
Connected Health Care,,"Pueblo, CO",81001.0,
Connected Health Care,,"Delta, CO",81416.0,
Connected Health Care,,"Carrolton, MN",55718.0,
Connected Health Care,,"Eagle Grove, IA",50533.0,
Connected Health Care,,"Eden, TX",76837.0,
Connected Health Care,,"Brush, CO",80723.0,
Connected Health Care,,"Westcliffe, CO",81252.0,
Connected Health Care,,"Plainview, TX",79072.0,
Connected Health Care,,"Ames, IA",50010.0,
Connected Health Care,,"Montrose, CO",81401.0,
Connected Health Care,,"Kansas City, KS",66101.0,
Connected Health Care,,"Fort Dodge, IA",50501.0,
,,"Stockton, CA",95202.0,
Res Ipsa,,"New York, NY",10001.0,
Itoya Topdrawer Corp.,,"Pasadena, CA",91101.0,
Holiday Inn Club Vacations,,"Clarkesville, GA",30523.0,
Etsy,,"Brooklyn, NY",11201.0,
Shalom Hartman Institute,,San Francisco Bay Area,,
Holiday Inn Club Vacations,,"Gatlinburg, TN",37738.0,
Integritus Healthcare,,"New Bedford, MA",2740.0,
Merlin Entertainments,,"Orlando, FL",32801.0,
South Dakota Highway Patrol,,"Pierre, SD",57501.0,
Macy's,,"Springfield, PA",19064.0,
Fraser,,"Bloomington, MN",55796.0,
Central Point Partners,,"Cleveland, OH",44102.0,
PulsePoint,,"Newark, NJ",7102.0,
DXC Technology,,"Tulsa, OK",74103.0,
Sandy Spring Bank,,"Frederick, MD",21701.0,
Teph Seal Auto Appearance,,"Spartanburg, SC",29301.0,
Barton Careers,,"Peabody, MA",1960.0,
Lawley Counseling LLC,,"Hoover, AL",,
,,"Ann Arbor, MI",48103.0,
Synectics Inc.,,"Randolph County, NC",,
Cornerstone Search Group,,"Connecticut, United States",,
Kimpton Overland Hotel,,"Atlanta, GA",30303.0,
Theoria Medical,,"Warren, PA",16365.0,
Dillard's Inc.,,"Orlando, FL",32801.0,
bisco industries,,"Bothell, WA",98011.0,
A2Z Sync,,United States,,
Pediatrix Medical Group,,"Odessa, TX",79761.0,
PER International,,"California, United States",,
Simply360 Search,,"San Diego County, CA",92101.0,
International School of Music,,"Rockville, MD",20850.0,
EOS IT Solutions,,"Sandston, VA",23150.0,
EOS IT Solutions,,"Ashburn, VA",20147.0,
Hometap,,Greater Boston,,
Kindred,,United States,,
CareerStaff Unlimited,,"Nashua, NH",3060.0,
CareerStaff Unlimited,,San Angelo Area,,
CareerStaff Unlimited,,"Massachusetts, United States",,
CareerStaff Unlimited,,"Bluffton, IN",46714.0,
CareerStaff Unlimited,,"West Lafayette, IN",47906.0,
Republican National Committee,,"Florida, United States",,
E Ink Corporation,,"Billerica, MA",1821.0,
Ensemble Therapy,,"Palm Desert, CA",92211.0,
Oliver Peoples,,"Miami, FL",33122.0,
La Popular,,"Roseville, CA",95661.0,
Moffitt Cancer Center,,"Tampa, FL",33602.0,
North Hill Needham Inc.,,"Needham, MA",2492.0,
Confidential Jobs,,Dallas-Fort Worth Metroplex,,
Printpack,,"Grand Prairie, TX",75050.0,
𝐃𝐫𝐮𝐟𝐟𝐞𝐥 𝐃𝐞𝐬𝐢𝐠𝐧 𝐚𝐧𝐝 𝐋𝐚𝐧𝐝𝐬𝐜𝐚𝐩𝐞,,"Cincinnati, OH",45202.0,
Randstad Digital Americas,,"La Porte, TX",77571.0,
Randstad Digital Americas,,"Pella, IA",50219.0,
Prelude Services,,"Mechanicsburg, PA",17050.0,
Prelude,,"Austin, TX",78701.0,
Blick Art Materials,,"Galesburg, IL",61401.0,
GSPORTS Physical Therapy,,"Berkeley, CA",94702.0,
Construction Information Systems Inc.,,"Kinnelon, NJ",,
Theoria Medical,,"Saginaw, MI",48601.0,
Theoria Medical,,"Topeka, KS",66603.0,
Theoria Medical,,"Nags Head, NC",27959.0,
Theoria Medical,,"Griffin, GA",30223.0,
Theoria Medical,,"Montrose, CO",81401.0,
KABOOM!,,"Bethesda, MD",20814.0,
The Language and Behavior Center,,"Brookline, MA",2445.0,
Confidential Jobs,,"Dallas, TX",75201.0,
Washington Youth Alliance,,"Seattle, WA",98101.0,
CPG Executive Search Inc.,,"Tampa, FL",33602.0,
"Fisher, P.A. A CPA Firm",,"Charlotte, NC",28202.0,
,,"Melissa, TX",75454.0,
Helen Keller Services (HKS),,"Sands Point, NY",14555.0,
Seibold Security,,New York City Metropolitan Area,,
Korn Ferry,,"Minneapolis, MN",55401.0,
Mather,,"Tucson, AZ",85701.0,
,,"Hamilton, NJ",8827.0,
Diamond Medical Recruiting,,"Brooklyn, NY",11201.0,
"SOUTHPOINTE GOLF CLUB, INC.",,"Canonsburg, PA",15317.0,
CareerStaff Unlimited,,"Birmingham, AL",35203.0,
CareerStaff Unlimited,,"Delaware, OH",43015.0,
CareerStaff Unlimited,,"Muskegon, MI",49440.0,
Nouria,,"Nashua, NH",3060.0,
Nouria,,"Gorham, ME",4038.0,
Socially Kordial,,"Miami, FL",33122.0,
Lawelawe Technology Services,,"Washington, DC",20001.0,
Kingstep,,"Los Angeles, CA",90001.0,
Bernardsville Public Library,,"Bernardsville, NJ",7924.0,
"McLane Company, Inc.",,"Forest Park, GA",30297.0,
Central Point Partners,,"Marion, OH",43302.0,
Kroll,,United States,,
SilverBow Resources,,"Houston, TX",77002.0,
NewGen Business Solutions: NetSuite ERP Consultants and Event Technology Specialists,,"Scottsdale, AZ",85250.0,
Insight Global,,Los Angeles Metropolitan Area,,
Norelian,,"Miami, FL",33122.0,
SYSTEMS FURNITURE INSTALLATIONS LLC,,"Waunakee, WI",53597.0,
McKesson,,"Roseville, CA",95661.0,
Yos Technologies Private Limited,,"California, United States",,
City of Thousand Oaks,,"Thousand Oaks, CA",91360.0,
University Park Dermatology & Medical Spa,,"Sarasota, FL",34231.0,
Shady Grove Fertility,,"Rockville, MD",20850.0,
Ciba Health,,"New York, United States",,
EOS IT Solutions,,"Hayward, CA",94541.0,
Roers Companies,,"St Louis Park, MN",56357.0,
CareerStaff Unlimited,,"Kentucky, United States",,
Connected Health Care,,"Gallup, NM",87301.0,
"Gordon Rees Scully Mansukhani, LLP",,"California, United States",,
Connected Health Care,,"Gunnison, CO",81230.0,
Connected Health Care,,"Sidney, NE",69162.0,
Connected Health Care,,"Overland Park, KS",66204.0,
Confidential,,"California, United States",,
"Garden Street Communities Southeast, LLC",,"Raleigh, NC",27601.0,
Lilling & Company LLP,,"Port Washington, NY",11050.0,
Medical Solutions,,"Peoria, IL",61602.0,
Lamb Weston,,"Washington, United States",,
James Hardie,,"Florida, United States",,
Holiday Inn Club Vacations,,"Cape Canaveral, FL",32920.0,
BrickRed Systems,,"Mountain View, CA",94040.0,
Symphony Cyber,,"Maryland, United States",,
Community College Preparatory Academy,,"Washington, DC",20001.0,
Planet Professional,,"Westborough, MA",1581.0,
Your Expert Tech Inc.,,United States,,
Premier Pain Treatment Institute,,"Loveland, OH",45140.0,
BEPC Inc. - Business Excellence Professional Consulting,,"Irving, TX",75038.0,
Sargent & Lundy,,"Hamilton Township, NJ",8510.0,
Consonus Healthcare,,"Portland, Oregon Metropolitan Area",,
SparksGlo,,United States,,
Safeway,,"Cave Creek, AZ",85331.0,
Safeway,,"Aurora, CO",80010.0,
"Temp-Con, LLC",,"Olathe, KS",66061.0,
Bayer,,United States,,
Insight Global,,"Sacramento, CA",95811.0,
Foundation Model Startup,,San Francisco Bay Area,,
InRhythm,,Dallas-Fort Worth Metroplex,,
Diligente Technologies,,United States,,
SpartanNash,,"Byron Center, MI",49315.0,
CareerStaff Unlimited,,"Columbus, OH",43085.0,
CareerStaff Unlimited,,"York, PA",17401.0,
Hendrick Automotive Group,,"Charlotte, NC",28202.0,
Northwestern Mutual,,"Pittsford, NY",14534.0,
"Anthem Consulting Engineers, PLLC",,"Orlando, FL",32801.0,
Daigle Law Group,,"Plantsville, CT",6479.0,
The Outreach Team,,"Charlotte, NC",28202.0,
,,"East Greenwich, RI",2818.0,
"McLane Company, Inc.",,"Newburgh, NY",12550.0,
Brain Injury Association of Virginia,,"Richmond, VA",23219.0,
Duke Design Climate,,"Durham, NC",27701.0,
Applegate,,"Bedminster, NJ",7921.0,
Motiv PR,,United States,,
San Carlos Golf Club,,"Fort Myers, FL",33900.0,
Five Below,,"Boston, MA",2108.0,
Five Below,,"New York, NY",10001.0,
Five Below,,"Forsyth, IL",62535.0,
Stellar Fire & Security,,"Greenville, SC",29601.0,
Agenta,,United States,,
89bio,,"San Francisco, CA",94101.0,
At Home Group Inc.,,"Lone Tree, CO",80124.0,
Acuren,,"Corpus Christi, TX",78401.0,
Acuren,,"New Castle, DE",19720.0,
Dollar Tree Stores,,"Elizabeth, NJ",7201.0,
Calculated Hire,,"Nashville, TN",37201.0,
"Tuff Shed, Inc.",,"Pueblo, CO",81001.0,
Point & Pay,,"Florida, United States",,
Burton International™,,"Miami, FL",33122.0,
Connected Health Care,,"Omaha, NE",68102.0,
Connected Health Care,,"Nevada, IA",50201.0,
Connected Health Care,,"Sioux City, IA",51101.0,
Connected Health Care,,"Cottonwood, AZ",86326.0,
Connected Health Care,,"Dodge City, KS",67801.0,
Connected Health Care,,"Kittanning, PA",16201.0,
Connected Health Care,,"Denver, CO",80202.0,
"RxSight, Inc.",,"Aliso Viejo, CA",92656.0,
SIMONMILLER,,Los Angeles Metropolitan Area,,
B. Braun Medical Inc. (US),,"Norcross, GA",30071.0,
Lamb Weston,,"Hermiston, OR",97838.0,
Women Ambrosia,,United States,,
Hydrogen Group,,"San Diego, CA",92101.0,
AdventHealth,,"Orlando, FL",32801.0,
Pinnacle Group,,"Houston, TX",77002.0,
"McLane Company, Inc.",,"Buena Park, CA",90620.0,
Munson Healthcare,,"Gaylord, MI",49735.0,
Beaches App,,"Miami, FL",33122.0,
24 Seven Talent,,"Atlantic County, NJ",8401.0,
Episource,,United States,,
,,Houma-Thibodaux Area,,
Folger Shakespeare Library,,"Washington, DC",20001.0,
Paths Management Services,,"New York, NY",10001.0,
"Industrial Air of South Texas, LLC",,"San Antonio, TX",78201.0,
"Covercraft Industries, LLC",,"Wichita Falls, TX",76301.0,
"Eqlipse Technologies, a BlueHalo Company",,"Annapolis Junction, MD",20701.0,
Arizona College of Nursing,,"Melbourne, FL",32901.0,
Five Below,,"Fairless Hills, PA",19030.0,
TruHeight Vitamins,,United States,,
"Toyota Tsusho Systems US, Inc.",,United States,,
Albertsons Companies,,"Banning, CA",92220.0,
Safeway,,"Chewelah, WA",99109.0,
Alibaba Cloud,,"Sunnyvale, CA",94085.0,
Acuren,,"Sulphur, LA",70663.0,
Parexel,,"North Chicago, IL",60064.0,
Family Dollar,,"Cooleemee, NC",,
Family Dollar,,"Tuscaloosa, AL",35401.0,
Family Dollar,,"Providence, RI",2903.0,
H&M,,"Victor, NY",14564.0,
Dollar Tree Stores,,"York, PA",17401.0,
Dollar Tree Stores,,"Hopewell, VA",23860.0,
Hibbett,,"Beatrice, NE",68310.0,
Glen Park Senior Living,,"Los Angeles, California, United States",,
The University of West Alabama,,"Livingston, AL",35470.0,
Greater Des Moines Partnership,,"Des Moines, IA",50307.0,
Five Below,,"Mt. Pocono, PA",,
Ventures Unlimited Inc,,"Boston, MA",2108.0,
1A1 Innovations,,"Virginia, United States",,
Breeze,,"Phoenix, AZ",85003.0,
Ashley Furniture Industries,,"Richland, WA",99352.0,
Resurface Group,,"Austin, Texas Metropolitan Area",,
,,"Huntersville, NC",28078.0,
Jewel-Osco,,"Chicago, IL",60601.0,
Safeway,,"Des Moines, WA",,
H&M,,"Niagara Falls, NY",14301.0,
Sea Cloud Cruises GmbH,,"Hollywood, FL",33019.0,
City of Riviera Beach,,"Riviera Beach, FL",32960.0,
Invited,,"McKinney, TX",75069.0,
Invited,,"Glenside, PA",19038.0,
Ravago Manufacturing Americas,,"Orlando, FL",32801.0,
MetLife,,"Tampa, FL",33602.0,
Maiden Home,,"New York, NY",10001.0,
Vans,,"Eugene, OR",97401.0,
Torrid,,"Goodyear, AZ",85338.0,
GardaWorld,,Greater Rockford Area,,
GardaWorld,,"Denver, CO",80202.0,
GardaWorld,,"Memphis, TN",38103.0,
DISH Network,,"Massillon, OH",44646.0,
Boston Medical Center (BMC),,"Randolph, MA",2368.0,
CGI,,"Seattle, WA",98101.0,
CGI,,"Reston, VA",20190.0,
Milwaukee Tool,,"Grenada, MS",38901.0,
Wellabe,,"Des Moines, IA",50307.0,
F5,,"Ault Field, Washington, United States",,
Caliber Collision,,"Palm Coast, FL",32137.0,
Platt Electric Supply,,"Billings, MT",59101.0,
Whole Foods Market,,"Exton, PA",19341.0,
Spirit Halloween,,"Staten Island, NY",10301.0,
Critical Mass,,"Cupertino, CA",95014.0,
Macy's,,"China Grove, NC",28023.0,
Macy's,,"Rancho Cucamonga, CA",91701.0,
Macy's,,"Boca Raton, FL",33428.0,
Destiny (D/XYZ),,United States,,
Grifols,,"Champaign, IL",61820.0,
Cognosante,,"Oklahoma County, OK",73754.0,
"Audacy, Inc.",,"Philadelphia, PA",19102.0,
"Senior Aerospace, Jet Products",,"Oceanside, CA",92054.0,
The Chefs'​ Warehouse,,"Bronx, NY",10451.0,
The COATS Company,,"Wyoming, MN",55092.0,
Pandora,,"Glendale, CA",91201.0,
Lundbeck,,"Deerfield, IL",60015.0,
Spreetail,,"Seattle, WA",98101.0,
"Second Heart Homes, Inc.",,"Sarasota, FL",34231.0,
ABA Centers of Pennsylvania,,"Bala-Cynwyd, PA",19004.0,
BMO U.S.,,"St Louis Park, MN",56357.0,
BMO U.S.,,"Wichita, KS",67202.0,
CBTS,,Miami-Fort Lauderdale Area,,
Five Below,,"Duluth, GA",30096.0,
Five Below,,"Cincinnati, OH",45202.0,
LPL Financial,,"San Diego, CA",92101.0,
Acuren,,"Auburn, ME",4210.0,
Floor & Decor,,"Midlothian, VA",23112.0,
AbbVie,,"Tallahassee, FL",32301.0,
Dollar Tree Stores,,"Richland Hills, TX",76180.0,
Family Dollar,,"Pittsburgh, PA",15201.0,
Zion Talent Partners,,"Stockton, CA",95202.0,
Family Dollar,,"Tulsa, OK",74103.0,
Family Dollar,,"Rice, TX",75155.0,
Sally Beauty,,"Lansing, MI",48906.0,
HealthFitness,,"Jacksonville, FL",32099.0,
Luxoft,,"Los Angeles, CA",90001.0,
Torrid,,"Niles, OH",44446.0,
Torrid,,Greater Macon,,
ACCO Brands,,"Alexandria, PA",16611.0,
CGI,,"Detroit, MI",48201.0,
CGI,,"Plymouth Meeting, PA",19462.0,
NextEra Energy Resources,,"Hawthorne, FL",32640.0,
NextEra Energy Resources,,"Plantation, FL",33388.0,
Caliber Collision,,"Portage, IN",46368.0,
Towne & Country Management,,"Red Bank, NJ",7701.0,
Rexel USA,,"Greeley, CO",80631.0,
SRS Distribution Inc.,,"Salem, OR",97301.0,
Newell Brands,,"Maryville, TN",37801.0,
Oak Street Health,,"Saginaw, MI",48601.0,
SRS Distribution Inc.,,"Panama City Beach, FL",32407.0,
Whole Foods Market,,"Mason, OH",45040.0,
Green Rodent Restoration,,"Edison, NJ",8817.0,
Randstad USA,,"Tea, SD",57064.0,
Randstad USA,,"Virginia Beach, VA",23451.0,
Spirit Halloween,,"La Verne, CA",91750.0,
Spirit Halloween,,"Valley Stream, NY",11580.0,
Prudential Financial,,Greater Hartford,,
Foley Equipment,,"Kansas City, KS",66101.0,
Pinnacle Live,,"Louisville, KY",40202.0,
"Audacy, Inc.",,"Pittsburgh, PA",15201.0,
Chime,,"Chicago, IL",60601.0,
Atkore,,"Fort Worth, TX",76102.0,
Atkore,,"Kirkwood, NY",13795.0,
Pandora,,"Indianapolis, IN",46201.0,
Teph Seal Auto Appearance,,"Gainesville, FL",32601.0,
"Cajun Industries, LLC",,"Baton Rouge, LA",70801.0,
WellBe Senior Medical,,"Westerville, OH",43081.0,
Select Water Solutions,,"Denton, TX",76201.0,
Five Below,,"Forest Hill, MD",21050.0,
Radian,,"Nashville, TN",37201.0,
Ashley Furniture Industries,,"Colma, CA",,
Ashley Furniture Industries,,"Lynnwood, WA",98036.0,
Albertsons Companies,,"Denver, CO",80202.0,
At Home Group Inc.,,"Dallas, TX",75201.0,
Renewal by Andersen,,"Grand Rapids, MI",49503.0,
Floor & Decor,,"Antioch, TN",37013.0,
Family Dollar,,"Itasca, TX",76055.0,
Family Dollar,,"Mora, NM",87732.0,
Planet Professional,,United States,,
Sally Beauty,,"Bellingham, WA",98225.0,
OBXtek,,"Washington, DC",20001.0,
Invited,,"Katy, TX",77449.0,
North Atlanta Cardiology,,"Cumming, GA",30028.0,
Kipling,,"Elizabeth, NJ",7201.0,
VHB,,"Westbrook, ME",4092.0,
HealthFitness,,"Raynham, MA",2767.0,
Ravago,,"Arizona, United States",,
"Healogics, LLC.",,"College Station, TX",77840.0,
CGI,,"Chicago, IL",60601.0,
CGI,,"Minneapolis, MN",55401.0,
CommonSpirit Health Mountain Region,,"Westminster, CO",80030.0,
NextEra Energy Resources,,"Palm Beach Gardens, FL",33410.0,
SRS Distribution Inc.,,"Englewood, CO",80110.0,
Rexel USA,,"Capitol Heights, MD",20743.0,
"Healogics, LLC.",,"St Matthews, KY",,
Whole Foods Market,,"Philadelphia, PA",19102.0,
Whole Foods Market,,"Denver, CO",80202.0,
Whole Foods Market,,"Hollywood, FL",33019.0,
Randstad USA,,"South El Monte, CA",91733.0,
Randstad USA,,"Chino, CA",91708.0,
Randstad USA,,"Peachtree City, GA",30269.0,
Dental Care Alliance,,"Spotsylvania, VA",22551.0,
North American Dental Group (NADG),,"Jacksonville, FL",32099.0,
North American Dental Group (NADG),,"Colchester, CT",6415.0,
Serenity Healthcare,,"Gilbert, AZ",85233.0,
Spirit Halloween,,"Lakewood, CO",80722.0,
Spirit Halloween,,"Hicksville, NY",11801.0,
Macy's,,"Fairfield, CA",94533.0,
Macy's,,"Virginia Beach, VA",23451.0,
Macy's,,"Northridge, California, United States",,
Foley Equipment,,"Dodge City, KS",67801.0,
Route,,United States,,
Braintrust,,Washington DC-Baltimore Area,,
"Audacy, Inc.",,"Portland, OR",97201.0,
LMCU,,"Grand Rapids, MI",49503.0,
Cedar Fair Entertainment Company,,"Buena Park, CA",90620.0,
The Bergaila Companies,,"Jal, NM",88252.0,
Five Below,,"Coralville, IA",52241.0,
Five Below,,"Lincoln, NE",68502.0,
Dalata Hotel Group,,"Sandy Springs, GA",31801.0,
Optinose,,"San Francisco, CA",94101.0,
Rubrik,,"Palo Alto, CA",94301.0,
"Haggen, Inc.",,"Mount Vernon, WA",98273.0,
Safeway,,"North Bend, WA",98045.0,
Safeway,,"Bothell, WA",98011.0,
VONS,,"Long Beach, CA",90802.0,
Tom Thumb Supermarket,,"Fort Worth, TX",76102.0,
Shaw's Supermarkets,,"Sturbridge, MA",1566.0,
Safeway,,"Prescott Valley, AZ",86314.0,
Acme Markets,,"Mahwah, NJ",7430.0,
Safeway,,"Florence, OR",97439.0,
Safeway,,"Page, AZ",,
Safeway,,"Astoria, OR",97103.0,
Shaw's Supermarkets,,"Cambridge, MA",2138.0,
Tom Thumb Supermarket,,"DeSoto, TX",75115.0,
Albertsons Companies,,"El Cajon, CA",92019.0,
Shaw's Supermarkets,,"Hudson, MA",1749.0,
Safeway,,"Lynnwood, WA",98036.0,
Safeway,,"Vancouver, WA",98660.0,
Tom Thumb Supermarket,,"Southlake, TX",76092.0,
Dollar Tree Stores,,"North Augusta, SC",29841.0,
Dollar Tree Stores,,"Richmond, VA",23219.0,
Dollar Tree Stores,,"Grapevine, TX",76051.0,
Dollar Tree Stores,,"Spencer, IA",51301.0,
Family Dollar,,"Van Horn, TX",,
Dollar Tree Stores,,"Lenoir City, TN",37771.0,
Dollar Tree Stores,,"Midlothian, VA",23112.0,
Jung Kwok Jin,,"West Palm Beach, FL",33401.0,
Sally Beauty,,"Columbus, OH",43085.0,
Family Dollar,,"Estill, SC",29918.0,
Equifax,,"Jefferson City, MO",65101.0,
Covenant Living Communities and Services,,Denver Metropolitan Area,,
"Healogics, LLC.",,"Grand Haven, MI",49417.0,
Ravago Manufacturing Americas,,"Oregon, United States",,
Ververica | Original creators of Apache Flink®,,"Sunnyvale, CA",94085.0,
Ascendo Resources,,"Atlanta, GA",30303.0,
Marsh McLennan Agency,,"Las Vegas, NV",89101.0,
Newell Brands,,"Muncie, IN",47302.0,
Whole Foods Market,,"Red Bank, NJ",7701.0,
Novo Nordisk,,"Fremont, CA",94536.0,
Novo Nordisk,,"Altoona, PA",16601.0,
Whole Foods Market,,"Bellingham, WA",98225.0,
Whole Foods Market,,"Kahului, HI",96732.0,
Whole Foods Market,,"Basalt, CO",81621.0,
Whole Foods Market,,"Boulder, CO",80301.0,
Randstad USA,,"Fargo, ND",58102.0,
Dental Care Alliance,,"Monroe, CT",6468.0,
Dental Care Alliance,,"Miami, FL",33122.0,
University of Illinois Urbana-Champaign,,"Milan, IL",61264.0,
Randstad USA,,"Canton, OH",44702.0,
Randstad USA,,"Pittsburgh, PA",15201.0,
University of Illinois Urbana-Champaign,,"Champaign, IL",61820.0,
Marsh McLennan Agency,,"White Plains, NY",10601.0,
Macy's,,"Brooklyn, NY",11201.0,
The Chefs'​ Warehouse,,"Columbus, OH",43085.0,
Turner Construction Company,,"Miami, FL",33122.0,
Pandora,,"Killeen, TX",76541.0,
Atkore,,"Molalla, OR",97038.0,
Pandora,,"Los Angeles, California, United States",,
Pinnacle Live,,"Nashville, TN",37201.0,
Spreetail,,"Greenwood, IN",46142.0,
Inceed,,"Kansas City, KS",66101.0,
HTC Global Services,,"Washington, DC",20001.0,
Summit Materials,,"Hendrix, OK",74741.0,
Hudson County Community College,,"Jersey City, NJ",7302.0,
Mativ,,"Wilson, NC",27893.0,
Vivian Health,,"Green Bay, WI",54301.0,
Vivian Health,,"Loveland, CO",80537.0,
First Citizens Bank,,"New York, NY",10001.0,
First Citizens Bank,,"Wilmington, NC",28401.0,
Vivian Health,,"Oconomowoc, WI",53066.0,
Intuitive,,"Peachtree Corners, GA",30092.0,
The Parts Authority,,"Hartford, CT",6101.0,
The HEINEKEN Company,,New York City Metropolitan Area,,
Five Below,,"Toledo, OH",43601.0,
Five Below,,"Brooklyn, NY",11201.0,
GEICO,,United States,,
Medicilon Inc.,,"Woburn, MA",1801.0,
ADP,,"Baltimore, MD",21201.0,
Shaw's Supermarkets,,"Merrimack, NH",3054.0,
Albertsons Companies,,"Bellevue, WA",98004.0,
Shaw's Supermarkets,,"Dedham, MA",2026.0,
Safeway,,"Belfair, WA",98528.0,
Safeway,,"Menlo Park, CA",94025.0,
Safeway,,"Shelton, WA",98584.0,
VONS,,"San Diego, CA",92101.0,
Shaw's Supermarkets,,"Center Conway, NH",3813.0,
Albertsons Companies,,"Meridian, ID",83642.0,
Tom Thumb Supermarket,,"Hurst, TX",76053.0,
Safeway,,"Elizabeth, CO",80107.0,
VONS,,"Fontana, CA",92335.0,
Albertsons Companies,,"Las Vegas, NV",89101.0,
Safeway,,"La Junta, CO",81050.0,
Balducci's Food Lover's Market,,"Scarsdale, NY",10583.0,
Safeway,,"Alexandria, VA",22301.0,
Shaw's Supermarkets,,"Groton, MA",1450.0,
Shaw's Supermarkets,,"Milford, NH",3055.0,
Safeway,,"Denver, CO",80202.0,
Safeway,,"North Pole, AK",99705.0,
Safeway,,"Grand Junction, CO",81501.0,
Safeway,,"Surprise, AZ",85374.0,
Safeway,,"Sandpoint, ID",83864.0,
Safeway,,"Anthem, AZ",,
Albertsons Companies,,"Murrieta, CA",92562.0,
Albertsons Companies,,"Pueblo, CO",81001.0,
Safeway,,"Tucson, AZ",85701.0,
VONS,,"Oxnard, CA",93030.0,
Tom Thumb Supermarket,,"Duncanville, TX",75116.0,
Safeway,,"Williams, AZ",86046.0,
Albertsons Companies,,"Elko, NV",89801.0,
Tom Thumb Supermarket,,"Rowlett, TX",75088.0,
Safeway,,"Alameda, CA",94501.0,
Albertsons Companies,,"Denton, TX",76201.0,
Safeway,,"Klamath Falls, OR",97601.0,
Shaw's Supermarkets,,"Sudbury, MA",1776.0,
Acuren,,"Angleton, TX",77515.0,
Shaw's Supermarkets,,"Concord, NH",3301.0,
Shaw's Supermarkets,,"Whitinsville, MA",1588.0,
Dollar Tree Stores,,"Anoka, MN",55303.0,
AbbVie,,"Queens, NY",11427.0,
Dollar Tree Stores,,"Indianapolis, IN",46201.0,
Dollar Tree Stores,,"Midland, TX",79701.0,
Family Dollar,,"Alton, TX",75925.0,
Dollar Tree Stores,,"Mission, TX",78572.0,
